    73,  5694.849, -5072.432,   129.610
    74,  1423.329, -2139.612,    -0.172
    75,  2110.359, -1971.430,     4.779
    76,  2339.690, -1993.648,    23.495
    77,  2220.950, -1841.599,    35.066
    78,  4439.142, -5842.292,    33.989
    79,  2001.057, -2171.748,    46.810
    80,  1897.808, -2173.061,    49.555
    81,  1801.659, -2121.409,    34.174
    82,  1629.083, -2063.974,    23.311
    83,  5229.860, -2670.324,     6.094
    84,  1931.521, -1285.464,   -30.806
    85,  1830.477, -1144.395,    -1.782
    86,  1721.278, -1109.295,     0.138
    87,  1706.700, -1083.879,     1.970
    88,  5273.438, -1154.820,     2.025
    89,  1873.860,  -766.714,     0.375
    90,  1900.169,  -662.552,     0.379
    91,  1847.216,  -561.874,     0.791
    92,  1853.361,  -500.547,     0.972
    93,  4189.998, -1061.227,     3.586
    94,   828.207,  -591.469,    16.095
    95,  1403.639,  -465.942,     3.579
    96,  1432.268,  -404.891,     2.543
    97,  1490.673,  -362.805,     0.410
    98,  5920.159,  -662.091,     5.456
    99,  1883.124,  -420.835,     2.719
   100,  2015.463,  -361.503,     2.800
   101,  2053.421,  -313.944,     2.978
   102,  2136.323,  -247.924,     2.239
   103,  9618.613,  -594.897,    36.099
   104,  3951.722,    -0.231,     4.894
   105,  3440.933,   -44.144,     0.600
   106,  3386.737,   -85.446,     1.207
   107,  3385.683,  -157.512,     4.183
   108, 10980.237, -2815.494,   179.339
   109,  3869.057,  -723.778,    96.472
   110,  3913.238,  -834.247,    92.173
   111,  3858.677,  -890.562,    84.497
   112,  3867.305,  -982.272,    87.558
   113,  3623.442, -1143.656,    85.401
   114,  3613.859, -1206.075,    77.523
   115,  3784.867, -1285.165,    79.226
   118,  2684.194, -1815.561,    53.468
   119,  2615.080, -1563.658,    48.285
   120,  2062.312, -1412.771,    21.165
   121,  1859.334, -2495.341,    13.070
   122,  1869.360, -2004.489,    26.157
   123,  1899.599, -2044.613,    27.517
   126,  1937.893, -1344.464,     7.318
   127,  1982.780, -1591.166,    11.444
   128,  2065.529, -2055.807,    22.117
   129,  2083.812,  -307.756,     0.336
   130,  1962.471,  -489.263,     1.480
   131,  1921.170,  -508.428,     1.319
   134,  1923.611,  -453.053,     5.420
   135,  1762.931,  -603.056,     5.557
   136,  1328.447,  -477.824,    -2.134
   137,  2177.484,  -327.453,     1.555
   138,  2655.608,  -266.221,     4.012
   139,  2715.879,  -238.779,     3.008
   142,  3556.624,  -268.403,    23.802
   143,  3597.211,  -212.752,    16.664
   144,  4186.802,  -147.572,    12.039
   145,  8363.913, -3517.906,   292.901
   146,  2591.833,  -804.054,    96.262
   147,  2518.871,  -929.009,    97.403
   148,  4168.623, -3008.509,   262.803
   149,  1832.235, -1184.736,    72.468
   150,  1659.932, -1236.111,    61.113
   151,  4767.864, -1943.080,    21.179
   152,   573.485,  -744.408,     6.121
   153,  1167.573,  -677.383,     7.077
   154,  6817.161, -1440.351,   106.409
   155,  1746.231,  -358.609,     8.339
   156,  2006.905,  -417.903,    16.028
   169,  2317.211, -1025.762,    68.082
   170,  2074.246,  -820.166,    40.249
   171,  1033.876,  -777.930,   105.321
   172,   370.443,  -181.271,   168.935
   173,  1038.115,  -493.247,     3.471
   174,   557.493,  -414.607,     3.533
   175,  2069.610,  -327.683,    23.098
   176,  1983.766,  -206.364,    15.630
   177,  2741.914, -1511.468,    80.609
   178,  2732.937, -1399.417,    74.971
   179,  2878.034, -1366.717,    58.370
   180,  2927.950, -1287.922,    65.634
   181,  3132.675, -1283.393,   100.546
   182,  3086.449, -1349.767,    81.891
   183,  2927.797, -1402.759,    70.197
   184,  2858.211, -1454.498,    63.776
   185,  2648.910, -1147.381,    50.375
   186,  2282.265, -1294.508,    42.898
   187,  1309.969, -1259.869,     7.649
   188,  1350.636,  -995.064,     8.822
   189,  1512.858, -1240.351,     5.149
   190,  1558.076, -1268.285,    11.054
   191,  1506.052, -1192.910,    23.547
   192,  1294.999, -1128.885,    48.859
   193,  1815.272, -1182.399,    66.619
   194,  1918.896, -1197.413,    41.353
   195,  2017.888, -1382.138,    33.417
   196,  2012.379, -1541.653,    26.719
   197,  1475.559,  -351.824,     0.345
   198,  1500.689,  -335.871,     0.624
   199,  2001.472,  -346.139,     2.181
   200,  2079.176,  -417.558,     2.782
   201,  2134.589,  -463.560,     2.061
   202,  2161.820,  -508.620,     3.723
   203,  1720.946,  -693.969,     3.091
   204,  1689.773,  -657.310,     0.972
   205,  1596.519,  -612.747,     1.145
   206,  1529.269,  -562.091,     0.872
   207,  2212.674,  -170.124,     0.967
   208,  2389.787,  -174.457,     2.030
   209,  2555.954,  -326.400,    15.557
   210,  2553.489,  -335.183,    19.970
   211,  2411.071,  -389.930,    21.794
   212,  2311.560,  -484.185,    29.118
   213,  2805.318,  -378.935,    21.669
   214,  2852.835,  -303.335,     7.839
   215,  2874.261,  -258.338,     4.925
   216,  2745.744,  -216.579,     3.019
   273,  9630.510, -1388.300,   340.743
   274,  4209.462,  -135.756,    59.275
   275,  3482.744,  -289.278,    53.677
   276,  3541.332,  -460.196,    97.965
