     1,   855.862, -1759.365,  -177.877
     2,  5083.526,  -510.492,   421.571
     3,  2463.898, -3032.508,  -111.945
     4,  4107.017, -1828.249,   448.634
     5,  5685.050,   160.845,  1150.911
     6,  5651.158,  -805.905,   953.908
     7,  4517.999, -2716.662,   354.638
     8,  5344.162, -1146.418,   826.433
     9,  4967.537, -1248.992,   732.091
    10,  3866.357, -1896.033,   387.907
    11,  2450.339, -1477.560,  -773.304
    12,  3060.653, -2065.653, -1009.240
    13,  4201.581, -3095.455, -1436.602
    14,  2766.141, -2307.168,  -998.808
    15,  2844.830, -2186.858,  -990.614
    16,  3548.779, -1986.240, -1089.705
    17,  4146.459, -1199.409, -1052.466
    18,  4173.758, -1476.223, -1112.341
    19,  3615.798, -1547.789, -1016.583
    20,  3640.275, -1510.059, -1013.971
    21,   943.360,   800.430,  -343.308
    22,  2577.371,  -808.700,  -348.207
    23,  2187.243,   331.977,  -495.971
    24,  1712.309,  -706.168,  -198.084
    25,  1702.278,  -192.693,  -297.199
    26,  2652.868,    82.606,  -538.546
    27,  1992.402,  -216.855,  -349.560
    28,  1749.462,  -427.979,  -260.168
    29,  2268.065,  -591.832,  -330.009
    30,  2481.914,  -832.323,  -324.763
    31,  1418.126,    99.502,   259.604
    32,  5044.815,   178.983, -3381.890
    33,  3789.122,   582.494,   631.304
    34,  3818.142,  1036.767,   547.583
    35,  3300.736,   929.099,   466.916
    36,  3877.376,  -346.702,   831.614
    37,  3863.712,  -765.541,   911.383
    38,  4017.562,   413.037,   709.642
    39,  4328.133,   516.801,   750.357
    40,  4694.084,   145.109,   895.578
    41, 10584.470,  3798.980,   -53.899
    42,  -771.194, -2065.966,   990.567
    43,     0.000, -1472.932,   393.836
    44,     0.000, -1199.673,   394.019
    45,     0.000, -1352.549,   542.182
    46,    -0.000, -1408.196,   367.014
    47,     0.000, -1600.125,   320.138
    48,     0.000, -1912.496,   491.639
    49,  3203.466, -2881.114,  -916.738
    50,  2988.661, -1320.194,  4205.957
    51,  1957.790,     0.000,   -64.297
    52,  1773.317,     0.000,    76.471
    53,  1825.065,     0.000,   245.617
    54,  1678.499,     0.000,   232.902
    55,  1658.057,     0.000,   257.361
    56,  1632.273,     0.000,   349.488
    57,  1517.255, -1863.905,  5105.411
    58,   182.629, -2619.617,   662.626
    59,     0.000,   227.239,   659.936
    60,     0.000,  -656.716,   402.765
    61,     0.000,  -729.759,   433.537
    62,     0.000,  -638.155,   350.832
    63,    -0.000,  -661.610,   393.958
    64,    -0.000,  -698.112,   453.937
    65,  3944.342,  3247.618,  4042.432
    66,  2824.750,  -145.249,   611.261
    67,  2480.288,     0.000,   249.182
    68,  2346.361,     0.000,   221.204
    69,  2480.073,     0.000,   431.916
    70,  2175.008,    -0.000,   380.443
    71,  2296.555,    -0.000,   591.422
    72,  2701.386,    -0.000,   700.637
    73,     0.000,     0.000,     0.000
    74,     0.000,     0.000,     0.000
    75,     0.000,     0.000,     0.000
    76,     0.000,     0.000,     0.000
    77,     0.000,     0.000,     0.000
    78,     0.000,     0.000,     0.000
    79,  -771.194,   -89.068,   580.140
    80,     0.000,     0.000,     0.000
    81,     0.000,     0.000,     0.000
    82,     0.000,     0.000,     0.000
    83,     0.000,     0.000,     0.000
    84,     0.000,     0.000,     0.000
    85,     0.000,     0.000,     0.000
    86,     0.000,     0.000,     0.000
    87,     0.000,     0.000,     0.000
    88,     0.000,     0.000,     0.000
    89,  -865.670, -3407.716,  2811.408
    90,     0.000,     0.000,     0.000
    91,     0.000,     0.000,     0.000
    92,     0.000,     0.000,     0.000
    93,     0.000,     0.000,     0.000
    94,     0.000,     0.000,     0.000
    95,     0.000,     0.000,     0.000
    96,     0.000,     0.000,     0.000
    97,     0.000,     0.000,     0.000
    98,     0.000,     0.000,     0.000
    99,   182.629, -1987.677,   532.861
   100,     0.000,     0.000,     0.000
   101,     0.000,     0.000,     0.000
   102,     0.000,     0.000,     0.000
   103,     0.000,     0.000,     0.000
   104,     0.000,     0.000,     0.000
   105,     0.000,     0.000,     0.000
   106,     0.000,     0.000,     0.000
   107,     0.000,     0.000,     0.000
   108,     0.000,     0.000,     0.000
   109,    72.684,  -145.249,   -98.258
   110,     0.000,     0.000,     0.000
   111,     0.000,     0.000,     0.000
   112,     0.000,     0.000,     0.000
   113,  3985.722,  4352.843,  -874.832
   114,     0.000,     0.000,     0.000
   115,     0.000,     0.000,     0.000
   116,     0.000,     0.000,     0.000
   117,     0.000,    -0.008,  -478.745
   118,     0.000,     0.000,     0.000
   119,     0.000,     0.000,     0.000
   120,   -22.070,   137.407,    35.466
   121,  -625.052,  1585.097,    73.765
   122,     0.000,     0.000,     0.000
   123,     0.000,     0.000,     0.000
   124,     0.000,     0.000,     0.000
   125,     0.000,     0.000,     0.000
   126,     0.000,     0.000,     0.000
   127,     0.000,     0.000,     0.000
   128,  -634.780,   422.478,   -36.097
   129, -2064.438,  -948.135,    44.960
   130,     0.000,     0.000,     0.000
   131,     0.000,     0.000,     0.000
   132,     0.000,     0.000,     0.000
   133,     0.000,     0.000,     0.000
   134,     0.000,     0.000,     0.000
   135,     0.000,     0.000,     0.000
   136,     0.000,     0.000,     0.000
   137, -4297.322,  5260.379,   602.717
   138,     0.000,     0.000,     0.000
   139,     0.000,     0.000,     0.000
   140,     0.000,     0.000,     0.000
   141,   822.468,     0.000, -4177.926
   142,     0.000,     0.000,     0.000
   143,     0.000,     0.000,     0.000
   144,  2801.431,   539.994,   757.404
   145,     0.000,     0.000,     0.000
   146,     0.000,     0.000,     0.000
   147,     0.000,     0.000,     0.000
   148,     0.000,     0.000,     0.000
   149,     0.000,     0.000,     0.000
   150,     0.000,     0.000,     0.000
   151,     0.000,     0.000,     0.000
   152,  2087.522,  2087.522,  1003.383
   153,     0.000,     0.000,     0.000
   154,     0.000,     0.000,     0.000
   155,     0.000,     0.000,     0.000
   156,     0.000,     0.000,     0.000
   157,     0.000,     0.000,     0.000
   158,     0.000,     0.000,     0.000
   159,     0.000,     0.000,     0.000
   160,     0.000,     0.000,     0.000
   161,     0.000,     0.000,     0.000
   162,     0.000,     0.000,     0.000
   163,     0.000,     0.000,     0.000
   164,     0.000,     0.000,     0.000
   165,     0.000,     0.000,     0.000
   166,     0.000,     0.000,     0.000
   167,     0.000,     0.000,     0.000
   168,     0.000,     0.000,     0.000
   169,     0.000,     0.000,     0.000
   170,     0.000,     0.000,     0.000
   171,     0.000,     0.000,     0.000
   172,     0.000,     0.000,     0.000
   173,     0.000,     0.000,     0.000
   174,  -624.869,   624.869,  3796.610
   175,     0.000,     0.000,     0.000
   176,     0.000,     0.000,     0.000
   177,     0.000,     0.000,     0.000
   178,     0.000,     0.000,     0.000
   179,     0.000,     0.000,     0.000
   180,     0.000,     0.000,     0.000
   181,     0.000,     0.000,     0.000
   182,     0.000,     0.000,     0.000
