  -0.54012      0.00435
  -0.95224      0.00717
  -1.15505      0.00998
  -1.40578      0.01237
  -1.68640      0.01480
  -1.81176      0.01600
  -1.85209      0.02390
  -1.76193      0.02627
  -1.64602      0.03810
  -1.54948      0.04245
  -1.49422      0.04995
  -1.33176      0.05505
  -1.09115      0.06215
  -0.85540      0.07515
  -0.81709      0.08780
  -0.64734      0.09962
  -0.61509      0.11187
  -0.61855      0.12492
  -0.54433      0.13758
  -0.48201      0.15060
  -0.27633      0.16282
  -0.23208      0.17507
