   0.00000      0.00000
  -1.20776      0.01786
  -0.82107      0.05278
  -0.56896      0.08770
  -0.43207      0.12262
  -0.35591      0.15754
  -0.31530      0.19246
  -0.29439      0.22738
  -0.28192      0.26230
  -0.27181      0.29722
  -0.26257      0.33214
  -0.25493      0.36786
  -0.25003      0.40278
  -0.24754      0.43770
  -0.24668      0.47262
  -0.24653      0.50754
  -0.24644      0.54246
  -0.24604      0.57738
  -0.24514      0.61230
  -0.24361      0.64722
  -0.24138      0.68214
  -0.23824      0.71786
  -0.23427      0.75278
  -0.22935      0.78770
  -0.22346      0.82262
  -0.21662      0.85754
  -0.20887      0.89246
  -0.20027      0.92738
  -0.19091      0.96230
  -0.18035      0.99901
  -0.17096      1.03036
  -0.15846      1.06964
  -0.14792      1.10179
  -0.13595      1.13750
  -0.12383      1.17321
  -0.11287      1.20536
  -0.09952      1.24464
  -0.08872      1.27679
  -0.07692      1.31250
  -0.06541      1.34821
  -0.05534      1.38036
  -0.04349      1.41964
  -0.03419      1.45179
  -0.02431      1.48750
  -0.01490      1.52321
  -0.00684      1.55536
   0.00249      1.59464
   0.00971      1.62678
   0.01734      1.66250
   0.02459      1.69821
   0.03081      1.73036
   0.03803      1.76964
   0.04369      1.80178
   0.04975      1.83750
   0.05561      1.87321
   0.06079      1.90536
   0.06704      1.94464
   0.07215      1.97679
   0.07787      2.01250
   0.08373      2.04821
   0.08915      2.08035
   0.09607      2.11964
   0.10206      2.15178
   0.10911      2.18750
   0.11667      2.22321
   0.12398      2.25536
   0.13366      2.29464
   0.14226      2.32679
   0.15259      2.36250
   0.16377      2.39821
   0.17461      2.43035
   0.18889      2.46964
   0.20140      2.50177
   0.21613      2.53750
   0.23165      2.57322
   0.24619      2.60535
   0.26452      2.64465
   0.27974      2.67678
   0.29655      2.71250
   0.31286      2.74823
   0.32675      2.78035
   0.34206      2.81965
   0.35276      2.85177
   0.36226      2.88750
   0.36893      2.92322
   0.37231      2.95535
   0.37310      2.99465
   0.37134      3.02677
   0.36768      3.06250
   0.36332      3.09822
   0.35902      3.13035
   0.35084      3.16965
   0.34159      3.20180
   0.33074      3.23750
   0.32022      3.27323
   0.31140      3.30535
   0.30096      3.34465
   0.29090      3.37680
   0.27659      3.41250
   0.26502      3.44820
   0.27220      3.48035
