   0.00000      0.00000
   1.02894      0.01786
   1.66594      0.05278
   1.81432      0.08770
   1.87879      0.12262
   1.91715      0.15754
   1.94459      0.19246
   1.96616      0.22738
   1.98409      0.26230
   1.99959      0.29722
   2.01342      0.33214
   2.02644      0.36786
   2.03856      0.40278
   2.05042      0.43770
   2.06224      0.47262
   2.07414      0.50754
   2.08623      0.54246
   2.09858      0.57738
   2.11122      0.61230
   2.12418      0.64722
   2.13746      0.68214
   2.15137      0.71786
   2.16531      0.75278
   2.17959      0.78770
   2.19426      0.82262
   2.20936      0.85754
   2.22492      0.89246
   2.24099      0.92738
   2.25760      0.96230
   2.27572      0.99901
   2.29174      1.03036
   2.31235      1.06964
   2.32965      1.10179
   2.34926      1.13750
   2.36912      1.17321
   2.38706      1.20536
   2.40882      1.24464
   2.42626      1.27679
   2.44501      1.31250
   2.46293      1.34821
   2.47809      1.38036
   2.49507      1.41964
   2.50756      1.45179
   2.51973      1.48750
   2.53002      1.52321
   2.53758      1.55536
   2.54450      1.59464
   2.54828      1.62678
   2.55051      1.66250
   2.55076      1.69821
   2.54934      1.73036
   2.54547      1.76964
   2.54063      1.80178
   2.53359      1.83750
   2.52489      1.87321
   2.51568      1.90536
   2.50265      1.94464
   2.49064      1.97679
   2.47587      2.01250
   2.45976      2.04821
   2.44406      2.08035
   2.42328      2.11964
   2.40500      2.15178
   2.38331      2.18750
   2.36019      2.22321
   2.33804      2.25536
   2.30909      2.29464
   2.28380      2.32679
   2.25385      2.36250
   2.22185      2.39821
   2.19111      2.43035
   2.15084      2.46964
   2.11541      2.50177
   2.07324      2.53750
   2.02791      2.57322
   1.98414      2.60535
   1.92647      2.64465
   1.87568      2.67678
   1.81526      2.71250
   1.75064      2.74823
   1.68879      2.78035
   1.60855      2.81965
   1.53935      2.85177
   1.45929      2.88750
   1.37665      2.92322
   1.30075      2.95535
   1.20723      2.99465
   1.13097      3.02677
   1.04739      3.06250
   0.96569      3.09822
   0.89456      3.13035
   0.81168      3.16965
   0.74694      3.20180
   0.67811      3.23750
   0.61290      3.27323
   0.55795      3.30535
   0.49647      3.34465
   0.45052      3.37680
   0.40170      3.41250
   0.35215      3.44820
   0.30584      3.48035
