   0.29592      0.01786
   0.68495      0.05278
   1.00386      0.08770
   1.27496      0.12262
   1.51109      0.15754
   1.71808      0.19246
   1.89394      0.22738
   2.03854      0.26230
   2.15510      0.29722
   2.24848      0.33214
   2.32529      0.36786
   2.38831      0.40278
   2.44468      0.43770
   2.49776      0.47262
   2.54947      0.50754
   2.60116      0.54246
   2.65373      0.57738
   2.70761      0.61230
   2.76267      0.64722
   2.81865      0.68214
   2.87649      0.71786
   2.93302      0.75278
   2.98907      0.78770
   3.04413      0.82262
   3.09781      0.85754
   3.14972      0.89246
   3.19953      0.92738
   3.24683      0.96230
   3.29370      0.99901
   3.33098      1.03036
   3.37398      1.06964
   3.40599      1.10179
   3.43795      1.13750
   3.46616      1.17321
   3.48819      1.20536
   3.51081      1.24464
   3.52574      1.27678
   3.53874      1.31250
   3.54800      1.34821
   3.55318      1.38036
   3.55557      1.41964
   3.55438      1.45179
   3.54996      1.48750
   3.54250      1.52321
   3.53327      1.55536
   3.51888      1.59465
   3.50475      1.62678
   3.48672      1.66250
   3.46645      1.69821
   3.44630      1.73036
   3.41936      1.76964
   3.39549      1.80178
   3.36715      1.83750
   3.33697      1.87321
   3.30827      1.90536
   3.27113      1.94464
   3.23905      1.97679
   3.20164      2.01250
   3.16225      2.04821
   3.12507      2.08036
   3.07714      2.11964
   3.03579      2.15178
   2.98738      2.18750
   2.93623      2.22321
   2.88765      2.25536
   2.82456      2.29464
   2.76970      2.32679
   2.70501      2.36250
   2.63622      2.39821
   2.57044      2.43035
   2.48474      2.46964
   2.41000      2.50177
   2.32198      2.53750
   2.22870      2.57322
   2.14016      2.60535
   2.02612      2.64465
   1.92830      2.67678
   1.81537      2.71250
   1.69871      2.74823
   1.59115      2.78035
   1.45756      2.81965
   1.34756      2.85177
   1.22583      2.88750
   1.10574      2.92322
   0.99993      2.95535
   0.87457      2.99465
   0.77561      3.02677
   0.66945      3.06250
   0.56683      3.09822
   0.47718      3.13035
   0.37086      3.16965
   0.28632      3.20180
   0.19402      3.23750
   0.10226      3.27323
   0.01943      3.30537
  -0.08214      3.34462
  -0.16366      3.37677
  -0.24839      3.41250
  -0.32083      3.44820
  -0.35483      3.48035
