[CoordFrame]
Coordinate Frame 1
Option = Axis Points
Coord Frame Type = Cartesian
Origin Point = -25.882 [m], -96.593 [m], 0 [m]
Axis 3 Point = -25.882 [m], -96.593 [m], 1 [m]
Plane 13 Point = 1 [m], -96.593 [m], 0 [m]
Reference Coord Frame = Coord 0

[Name]
fsi

[Reference CoordFrame]
Coordinate Frame 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ]
2.87128258e+000, 9.34986877e+000, 2.42285477e+002, -1.35112170e+003
2.94515419e+000, 8.96985626e+000, 2.42410141e+002, -1.08553027e+003
2.82040024e+000, 9.17552185e+000, 2.42024841e+002, 1.05924768e+003
2.73605156e+000, 9.78266907e+000, 2.41949036e+002, 5.76511230e+002
-3.29368782e+000, -1.06645660e+001, 2.14700058e+002, 8.13912231e+002
-3.14776993e+000, -1.11409912e+001, 2.14723389e+002, 7.33867432e+002
-3.09944534e+000, -1.05583191e+001, 2.14778748e+002, -1.28567047e+002
-1.92419052e+000, 2.08614120e+001, 2.48332169e+002, -1.04880139e+003
-1.86426163e+000, 2.05389633e+001, 2.48375351e+002, -2.06510742e+003
-1.92919350e+000, 2.07368088e+001, 2.48164749e+002, 6.01529541e+002
3.24770927e+000, 9.51021576e+000, 2.42292160e+002, -1.90665820e+003
3.38877296e+000, 9.10237122e+000, 2.42012283e+002, -1.57327673e+003
3.30926132e+000, 8.99449921e+000, 2.42422653e+002, -1.41669531e+003
-1.99494743e+000, -3.67815399e+000, 2.43208923e+002, 1.04103247e+003
-2.20009232e+000, -3.79961395e+000, 2.43204224e+002, 7.78297729e+002
1.67146683e+000, -2.10140686e+001, 2.45460815e+002, 1.32509485e+003
1.82891846e+000, -2.11790924e+001, 2.45579559e+002, -4.93813080e+002
1.90774727e+000, -2.07242889e+001, 2.45406479e+002, -1.74177139e+002
1.86045456e+000, -2.14080505e+001, 2.45787262e+002, -1.16385033e+002
1.48335457e+000, -2.14082413e+001, 2.45762466e+002, 1.72186902e+003
-3.38871384e+000, 8.49316406e+000, 2.40132324e+002, 5.03848907e+002
-3.31208420e+000, 8.88779449e+000, 2.40393600e+002, 4.94549500e+002
-3.25313568e+000, 8.55054474e+000, 2.40334702e+002, -1.34227747e+003
2.58426857e+000, -3.46260071e+000, 2.23085205e+002, 1.77563452e+003
3.01022148e+000, -3.74933624e+000, 2.23299973e+002, 1.47470068e+003
2.24854469e+000, -3.57233429e+000, 2.23241531e+002, 1.43120215e+003
-3.09201050e+000, -1.08815308e+001, 2.15233551e+002, -1.95119522e+002
1.45292730e+001, 9.75846863e+000, 6.17969894e+001, 1.91718750e+003
1.50456839e+001, 4.13304138e+000, 6.19500084e+001, -1.44571228e+002
1.50499001e+001, 3.72965240e+000, 6.19962196e+001, -1.88030186e+001
1.48594036e+001, 3.84320068e+000, 6.22792778e+001, -5.81981750e+002
1.47992020e+001, 4.19628906e+000, 6.22957420e+001, -4.17925659e+002
1.48236647e+001, 4.46179199e+000, 6.22905807e+001, -8.01089966e+002
-1.86323776e+001, -8.60498047e+000, 3.17308369e+001, 2.28764746e+003
-1.87691841e+001, -8.91278839e+000, 3.18678493e+001, 3.09439551e+003
-1.86583900e+001, -8.99234772e+000, 3.17453823e+001, 1.73955627e+003
-2.70472145e+000, -2.07860413e+001, 2.19679077e+002, -8.80978271e+002
-2.90642548e+000, -2.05934448e+001, 2.19569962e+002, 6.47865295e+002
-2.73981094e+000, -2.04566498e+001, 2.19745499e+002, -1.17167664e+003
4.89252663e+000, 3.37461853e+000, 1.84329163e+002, 1.69675195e+003
5.21247673e+000, 3.19403076e+000, 1.84139084e+002, -9.82937195e+002
5.07968330e+000, 3.80173492e+000, 1.84151352e+002, 4.13029327e+002
4.98529625e+000, 2.90940094e+000, 1.84202560e+002, 1.38123120e+003
4.89599609e+000, 3.06298828e+000, 1.84552109e+002, 1.79102814e+002
3.06194687e+000, 9.33290863e+000, 2.42388962e+002, -2.86480859e+003
2.96673012e+000, 9.71724701e+000, 2.42280731e+002, -2.81025903e+003
1.51687050e+000, -2.09553909e+001, 2.45651550e+002, 1.80128491e+003
1.58905029e+000, -2.06404724e+001, 2.45638779e+002, 4.15336334e+002
1.63533783e+000, -2.11030807e+001, 2.45922668e+002, -6.30460320e+001
1.45858345e+001, 4.22279358e+000, 6.22507133e+001, 1.90778412e+002
-1.85595665e+001, 3.00527954e+000, 3.17060375e+001, 1.02002948e+003
-1.82982941e+001, 3.00444031e+000, 3.17780895e+001, 3.67167786e+002
-1.84862061e+001, 3.36830902e+000, 3.17004452e+001, 5.71712769e+002
-1.87795677e+001, 3.47019196e+000, 3.18911839e+001, 2.64906616e+003
-1.69853401e+000, -3.99144745e+000, 2.43321854e+002, 5.82478821e+002
-1.64678764e+000, -2.28513107e+001, 2.46624237e+002, 9.82954773e+002
-1.33641434e+000, -2.25927200e+001, 2.46461578e+002, 1.44692215e+002
-1.27915001e+000, -2.30340271e+001, 2.46520203e+002, 2.15291382e+002
-2.48571396e+000, -1.48432159e+001, 2.42715027e+002, 9.80410828e+002
-2.21280861e+000, -1.81598206e+001, 2.44270081e+002, 1.68346411e+003
-2.04834557e+000, -1.85540085e+001, 2.44364502e+002, 1.41605347e+003
-1.98109245e+000, -1.82003555e+001, 2.44217880e+002, 7.14196411e+002
-2.01232338e+000, -1.78153076e+001, 2.44053329e+002, 4.86438721e+002
-3.32604790e+000, 8.36577606e+000, 2.39870575e+002, -1.27615356e+002
-3.40997505e+000, 8.08903503e+000, 2.40032471e+002, 1.28885498e+001
-2.95909882e+000, -1.12230377e+001, 2.14970139e+002, -6.67417358e+002
1.45309572e+001, 8.65505981e+000, 6.17951622e+001, 1.90408459e+003
1.48748980e+001, 8.50173187e+000, 6.17274857e+001, 3.02518768e+002
1.48254061e+001, 8.89904785e+000, 6.17098503e+001, -2.87383881e+002
3.45706749e+000, 2.85354614e-001, 2.43436859e+002, 1.69379309e+003
3.49020958e+000, 4.54673767e-001, 2.43350586e+002, 1.69970239e+003
3.47823334e+000, 5.29159546e-001, 2.43626526e+002, -5.93817383e+002
1.50073948e+001, 9.50592804e+000, 6.18460312e+001, -7.92436646e+002
1.49392109e+001, 9.81290436e+000, 6.17676773e+001, -8.43556396e+002
1.47903805e+001, 9.51029205e+000, 6.17027512e+001, -1.32809082e+002
-1.87660713e+001, -9.25479889e+000, 3.18615742e+001, 2.82503662e+003
-3.14485741e+000, 8.37932587e+000, 2.14997360e+002, -1.55679211e+003
-3.23798370e+000, 8.06970215e+000, 2.15195313e+002, -1.31738452e+003
-3.36652756e+000, 8.56581879e+000, 2.15292191e+002, -1.65307544e+003
-2.16730499e+000, -4.99936676e+000, 1.84191895e+002, 1.52279102e+003
-2.69174004e+000, -5.14332581e+000, 1.84138046e+002, 1.38810095e+003
-2.30709457e+000, -5.37280273e+000, 1.84213211e+002, 8.43259644e+002
-1.99631500e+000, -5.10859680e+000, 1.84143433e+002, 1.45898657e+003
-2.58567619e+000, -2.05745010e+001, 2.19726807e+002, -9.44548523e+002
-2.42214584e+000, -2.02470856e+001, 2.19674484e+002, 4.66893005e+000
-1.87523918e+001, 4.96840668e+000, 3.18380470e+001, 2.52131567e+003
-1.87840118e+001, 4.24520874e+000, 3.19037170e+001, 2.50282837e+003
-1.85808296e+001, 4.60069275e+000, 3.17112083e+001, 1.56187720e+003
-1.83790741e+001, 4.85848999e+000, 3.17257595e+001, 5.38317322e+002
-1.83538933e+001, 4.31148529e+000, 3.17383327e+001, 7.45144897e+002
-1.87919121e+001, -8.72781372e+000, 3.20686760e+001, 2.85350659e+003
-1.85919304e+001, -8.81750488e+000, 3.22853241e+001, 5.46870422e+002
-1.87717857e+001, -9.08821106e+000, 3.21268997e+001, 2.69317920e+003
-1.86075020e+001, -9.32023621e+000, 3.22800713e+001, 1.22832410e+003
-2.31748199e+000, 2.53449249e+001, 2.18107086e+002, -1.37263330e+003
-2.02589226e+000, 2.54577179e+001, 2.18327072e+002, -2.29990332e+003
-2.14247894e+000, 2.56105881e+001, 2.18100601e+002, -2.42892920e+003
1.32813940e+001, -1.87286224e+001, 3.21941261e+001, 2.38392114e+003
1.30570030e+001, -1.82980042e+001, 3.22217178e+001, 2.37546265e+003
1.35103798e+001, -1.82809219e+001, 3.22048264e+001, 2.39113574e+003
1.28511486e+001, -1.87090759e+001, 3.22149963e+001, 2.40399487e+003
1.33268108e+001, -1.87390594e+001, 3.18188782e+001, 2.49163135e+003
6.96787643e+000, -1.45363998e+001, 6.17894096e+001, 2.27015723e+003
6.93896866e+000, -1.47457657e+001, 6.17001381e+001, 2.27103369e+003
7.28033066e+000, -1.49068985e+001, 6.17443733e+001, 2.19331079e+003
6.74444389e+000, -1.49455109e+001, 6.17729225e+001, 2.22829883e+003
-1.85622559e+001, 3.88043213e+000, 3.17065639e+001, 1.01408386e+003
-1.82797241e+001, 3.67695618e+000, 3.17964973e+001, 4.27654205e+002
2.84381866e+000, -1.13143539e+001, 2.45823425e+002, 3.33450287e+002
2.88480186e+000, -1.05728760e+001, 2.45608749e+002, 4.08133545e+001
3.08825684e+000, -1.10589294e+001, 2.45544037e+002, -1.01660046e+003
-1.94069862e+000, -1.77972641e+001, 2.44396225e+002, 2.60430725e+002
1.07803984e+001, 1.37288666e+000, 9.17956924e+001, 2.06160303e+003
1.08301792e+001, 7.21466064e-001, 9.17528458e+001, 1.90057422e+003
1.11676235e+001, 1.02378845e+000, 9.17513657e+001, 3.56033447e+002
-2.65898895e+000, 1.12860489e+001, 2.41349304e+002, -3.33116235e+003
-2.58763504e+000, 1.10527191e+001, 2.41671509e+002, -1.51591931e+003
-2.52205086e+000, 1.15920334e+001, 2.41508392e+002, -2.32853052e+003
-2.98656082e+000, 1.09246597e+001, 2.41383118e+002, -3.08885681e+002
-2.86902237e+000, 1.05408936e+001, 2.41474518e+002, -8.71142395e+002
-1.84001160e+000, 1.75253983e+001, 2.39885834e+002, -1.62712036e+003
-1.86989784e+000, 1.74684906e+001, 2.40165390e+002, -1.11902197e+003
-1.80495262e+000, 1.77396469e+001, 2.40012909e+002, -1.05614453e+003
1.44974394e+001, 3.52784729e+000, 6.21617279e+001, 7.61241211e+002
1.48298044e+001, 3.28648376e+000, 6.22890968e+001, -4.00666931e+002
3.52917862e+000, 1.04125977e-001, 2.43297318e+002, 1.77698975e+003
3.46705055e+000, -1.97296143e-002, 2.43598709e+002, 3.39079315e+002
3.54050827e+000, 6.92565918e-001, 2.43285614e+002, 1.52951953e+003
1.46276970e+001, 2.98441315e+000, 6.22737236e+001, -1.57591675e+002
1.49353600e+001, 2.96096802e+000, 6.22356873e+001, -7.62013306e+002
1.49746809e+001, 2.53455353e+000, 6.21987762e+001, -7.80809692e+002
-4.47669411e+000, 3.60956573e+000, 2.08606613e+002, 2.48919238e+003
-4.17551422e+000, 3.14474487e+000, 2.08536911e+002, 1.19947197e+002
-4.44846153e+000, 3.50534058e+000, 2.08051605e+002, 2.11374976e+003
-4.48313332e+000, 3.85176086e+000, 2.07480896e+002, 2.75136255e+003
-4.46527100e+000, 3.93967438e+000, 2.08110153e+002, 2.62297314e+003
-2.13652802e+000, -4.04438019e+000, 2.43558731e+002, 2.20805801e+002
-2.66826820e+000, -4.05016327e+000, 2.43502777e+002, 3.78867523e+002
3.25822258e+000, 1.44256516e+001, 2.20953690e+002, -1.53398865e+003
3.14715385e+000, 1.50333557e+001, 2.20876831e+002, -1.63671277e+003
3.32011604e+000, 1.47346802e+001, 2.20737228e+002, -1.36135974e+003
3.26410675e+000, 1.44941025e+001, 2.20514267e+002, -2.58947681e+003
3.29509163e+000, 1.49247665e+001, 2.20521545e+002, -2.77564307e+003
-2.89248276e+000, 1.35009918e+001, 2.37759262e+002, 6.72031433e+002
-2.47617531e+000, 1.32538376e+001, 2.37956940e+002, -1.48109521e+003
-2.94661331e+000, 1.26144562e+001, 2.37896652e+002, 5.20727348e+001
-2.88206673e+000, 1.33022156e+001, 2.15181229e+002, -2.13134204e+003
-2.93523407e+000, 1.37819214e+001, 2.14743027e+002, -1.00350873e+003
-3.08464432e+000, 1.32550125e+001, 2.14702942e+002, -6.72469711e+001
-3.07667732e+000, 1.37933044e+001, 2.15299454e+002, -1.90075562e+003
-2.78124237e+000, 1.40125580e+001, 2.15064880e+002, -1.64447266e+003
-3.28378868e+000, 9.68773651e+000, 2.22034561e+002, -1.60270081e+003
-3.53330994e+000, 9.84919739e+000, 2.21948715e+002, -1.47428943e+003
-3.33234787e+000, 1.00448456e+001, 2.21969421e+002, -1.66607874e+003
2.87558937e+000, 1.37446518e+001, 2.20661591e+002, 1.14844434e+003
2.80573845e+000, 1.35466919e+001, 2.20940842e+002, 8.70648132e+002
3.06852913e+000, 1.34449997e+001, 2.20637177e+002, -1.31930115e+003
-3.51719284e+000, -5.59583282e+000, 2.15278610e+002, -1.39141968e+003
-3.53943825e+000, -4.88671112e+000, 2.15267548e+002, -2.01747668e+003
-3.36928558e+000, -5.19864655e+000, 2.15093384e+002, -9.77377502e+002
1.28656387e+000, -3.65544891e+000, 2.43215622e+002, 1.34315015e+003
1.57652473e+000, -3.95621490e+000, 2.43282013e+002, 9.96744568e+002
1.43211937e+000, -3.47119904e+000, 2.43389847e+002, 6.47202454e+002
-1.34075356e+000, -2.27379837e+001, 2.46325272e+002, -1.10482460e+002
-1.39604759e+000, -2.24253159e+001, 2.46160233e+002, 5.52518349e+001
-1.50771904e+000, -2.27320480e+001, 2.46217987e+002, 6.97205688e+002
-1.68381119e+000, -2.28517838e+001, 2.46406708e+002, 2.23944897e+003
-1.47704124e+000, -2.30826492e+001, 2.46373459e+002, 8.94894348e+002
4.21825981e+000, -8.86681366e+000, 1.30065689e+002, 1.60639832e+003
3.75400925e+000, -8.90865326e+000, 1.29883255e+002, 1.43423926e+003
3.67285156e+000, -8.83255005e+000, 1.30111710e+002, 1.50014795e+003
3.91701317e+000, -8.50693512e+000, 1.29629059e+002, 2.05101929e+003
3.52323723e+000, -8.76473236e+000, 1.29653641e+002, 1.84839722e+003
4.06796074e+000, -8.81485748e+000, 1.29691467e+002, 1.65249670e+003
3.28079224e+000, -8.51461792e+000, 1.29626465e+002, 2.06591724e+003
3.32361221e+000, -8.90065002e+000, 1.29836197e+002, 1.60055457e+003
-8.78793716e+000, 1.07087708e+001, 9.19280624e+001, 5.99968323e+002
-8.55802536e+000, 1.08974380e+001, 9.17181473e+001, 8.19390015e+002
-9.05063629e+000, 1.08700409e+001, 9.17296448e+001, 9.84192505e+002
-1.69469261e+000, -2.23844223e+001, 2.46425735e+002, 8.89920593e+002
1.50721359e+000, -2.15859375e+001, 2.46094589e+002, 1.09814172e+003
1.53641510e+000, -2.18513489e+001, 2.45846634e+002, 1.56805505e+003
1.90542793e+000, -2.09673080e+001, 2.45718643e+002, -9.71305847e+002
1.85526276e+000, -2.06281815e+001, 2.45686874e+002, -1.03345764e+003
2.19564056e+000, -1.82644196e+001, 2.47681122e+002, -1.00241534e+003
2.09914207e+000, -1.80242081e+001, 2.47696243e+002, -1.27047974e+003
2.15898895e+000, -1.80897064e+001, 2.47329605e+002, 2.14919495e+002
1.86222076e+000, -1.82390594e+001, 2.47657990e+002, 3.10277802e+002
2.01291275e+000, -1.84550018e+001, 2.47821030e+002, -6.49890259e+002
3.54853249e+000, -5.28129578e+000, 2.43722595e+002, 5.67103943e+002
3.30329132e+000, -5.83503723e+000, 2.44073944e+002, 7.27411499e+002
3.58187294e+000, -5.76121521e+000, 2.43865509e+002, 3.04968842e+002
-3.38313675e+000, -6.04989624e+000, 2.42619675e+002, -2.18237476e+003
-3.41201401e+000, -5.47956848e+000, 2.42779724e+002, -1.48630298e+003
-3.64628220e+000, -5.90383148e+000, 2.42689438e+002, 1.33057568e+003
-3.17448807e+000, -6.10292816e+000, 2.42842514e+002, -2.25391235e+003
3.65965843e+000, -5.35659027e+000, 2.44126724e+002, -3.36822571e+002
3.75576973e+000, -5.24577332e+000, 2.43824066e+002, -2.59332275e+002
3.70371628e+000, -5.84755707e+000, 2.44076035e+002, -1.22600197e+002
-3.14389801e+000, 8.13874054e+000, 2.40151443e+002, -1.84416492e+003
-3.22777557e+000, 6.56106567e+000, 2.39188156e+002, -1.57379553e+003
-3.16234970e+000, 7.09002686e+000, 2.39554443e+002, -1.41249670e+003
-3.45049667e+000, 6.82436371e+000, 2.39155563e+002, 1.43245361e+002
-3.28515625e+000, -7.60642242e+000, 2.39932755e+002, 4.60595703e+001
-3.08631134e+000, -7.66804504e+000, 2.39741287e+002, -8.33673157e+002
-3.14550972e+000, -8.01517487e+000, 2.40089951e+002, -7.76909729e+002
-3.02140999e+000, -8.51548767e+000, 2.40003082e+002, 3.27250580e+002
-3.23787308e+000, -8.93650818e+000, 2.40110291e+002, 1.13605225e+003
-2.97472763e+000, -9.18759918e+000, 2.40259842e+002, -8.97421265e+001
-1.96860504e+000, -2.80294952e+001, 2.15237747e+002, 5.54285767e+002
-1.86922646e+000, -2.77839432e+001, 2.14965515e+002, 8.42047729e+001
-1.90529823e+000, -2.81732254e+001, 2.14815384e+002, 5.32993469e+002
-1.91102600e+000, -2.73506622e+001, 2.15094040e+002, 5.64851074e+002
-1.98352051e+000, -2.75950928e+001, 2.14773422e+002, 4.95150970e+002
-3.18605614e+000, 7.75911713e+000, 2.14989426e+002, -1.69858948e+003
-3.48902702e+000, 8.00476074e+000, 2.15299164e+002, -6.34802368e+002
-1.25174141e+000, -3.55493927e+000, 2.15227280e+002, 5.51359558e+002
-1.72630882e+000, -3.69750977e+000, 2.15295166e+002, 2.55621002e+002
-2.04696465e+000, -3.45074463e+000, 2.14982147e+002, 1.49133255e+002
-3.48778343e+000, -1.12743149e+001, 2.15189514e+002, 4.44015617e+001
-3.24920082e+000, -1.10317459e+001, 2.15299042e+002, -7.45682007e+002
-3.02793503e+000, -1.14332047e+001, 2.15207962e+002, -6.97368103e+002
-2.81559181e+000, 1.99171371e+001, 2.19844223e+002, -2.92626758e+003
-2.48264313e+000, 1.96228333e+001, 2.19831497e+002, -2.23911523e+003
-2.79496384e+000, 1.93504333e+001, 2.19985031e+002, -1.84823401e+003
-2.93717766e+000, 2.03838120e+001, 2.19576187e+002, -3.99973328e+002
-2.99710274e+000, 1.96470032e+001, 2.19691788e+002, 2.44474686e+002
-2.14940071e+000, -2.34971695e+001, 2.15003372e+002, 3.97179291e+002
-2.55506134e+000, -2.31998215e+001, 2.15287445e+002, 4.71708069e+002
-2.24857140e+000, -2.27620392e+001, 2.15166779e+002, 3.15048370e+002
9.14886093e+000, 1.44551926e+001, 6.20555077e+001, 9.50124146e+002
8.69417381e+000, 1.44505386e+001, 6.19827118e+001, 9.64032898e+002
8.81718063e+000, 1.45315857e+001, 6.22055168e+001, 1.04969226e+003
1.45173025e+001, 9.15620422e+000, 6.18108253e+001, 1.97771582e+003
1.47626734e+001, 5.88385010e+000, 6.17004089e+001, 5.84152527e+002
1.47490396e+001, 5.51332092e+000, 6.17000313e+001, 1.91445572e+002
1.50258598e+001, 5.60432434e+000, 6.18824425e+001, -7.43695129e+002
1.44914389e+001, 5.68235779e+000, 6.18480682e+001, 2.56109644e+003
1.45102100e+001, 5.22927094e+000, 6.18198929e+001, 2.29871289e+003
1.44970646e+001, 2.02414703e+000, 6.21612320e+001, 1.39743835e+003
1.45292253e+001, 1.93285370e+000, 6.17969666e+001, 2.26438989e+003
1.45559978e+001, 2.33625793e+000, 6.17714500e+001, 2.18256860e+003
1.44693670e+001, 1.35674286e+000, 6.21059036e+001, 9.55288147e+002
1.45082054e+001, 1.41687775e+000, 6.18224907e+001, 2.28255200e+003
3.75777626e+000, 4.74427795e+000, 2.43936752e+002, -1.49958972e+003
3.75126076e+000, 5.28604889e+000, 2.43835892e+002, -5.92386963e+002
3.83997726e+000, 4.59523773e+000, 2.43660187e+002, -1.15477722e+003
2.22768211e+000, -2.23770065e+001, 2.18986313e+002, 2.33220142e+003
2.35229492e+000, -2.26455994e+001, 2.19247864e+002, -5.79799116e-001
2.19487762e+000, -2.28643341e+001, 2.18887360e+002, 2.33275879e+003
-1.82057381e+001, -1.67680283e+001, 3.20583153e+001, 1.26972253e+003
-1.82024269e+001, -1.72604675e+001, 3.19619751e+001, 1.51342529e+003
-1.83209343e+001, -1.70300217e+001, 3.22406578e+001, 1.28775500e+003
-1.83003387e+001, -1.65810928e+001, 3.17762337e+001, 1.57551807e+003
-1.83158340e+001, -1.69855576e+001, 3.17632580e+001, 1.39871643e+003
-2.07025909e+000, -4.88591003e+000, 1.84348557e+002, 1.21541199e+003
-2.53617477e+000, -4.89441681e+000, 1.84324493e+002, 1.12408777e+003
-1.67001839e+001, -1.72366028e+001, 4.06057892e+001, 1.83481787e+003
-1.67644005e+001, -1.77541046e+001, 4.05544777e+001, 1.70920544e+003
-1.66808281e+001, -1.76073761e+001, 4.08786736e+001, 1.77583618e+003
-1.68647194e+001, -1.78733749e+001, 3.99212265e+001, 1.65613965e+003
-1.67458267e+001, -1.74674988e+001, 4.00691376e+001, 1.87400684e+003
-2.83663177e+000, -5.22746277e+000, 1.84731201e+002, 8.04372864e+002
-2.53015709e+000, -5.40673065e+000, 1.84623947e+002, 6.46625061e+002
-3.00029182e+000, -5.38404083e+000, 1.84649170e+002, 6.08158020e+002
-3.22356987e+000, -5.13685608e+000, 1.84734177e+002, 6.48441223e+002
-2.81897545e+000, -4.99344635e+000, 1.84676971e+002, 7.70240784e+002
-3.68469238e+000, -5.14351654e+000, 1.84734879e+002, 4.45113098e+002
-3.48047447e+000, -5.33410645e+000, 1.84688995e+002, 3.96215424e+002
-2.41168213e+000, -1.97533722e+001, 2.19499786e+002, 3.28859711e+002
-2.59840965e+000, -1.90774536e+001, 2.19472687e+002, 6.39722900e+001
-2.81124878e+000, -1.96975327e+001, 2.19329773e+002, 1.70488208e+003
-2.98045158e+000, -1.98042450e+001, 2.19504410e+002, 2.70929761e+003
-2.74683189e+000, -1.99933090e+001, 2.19252258e+002, 1.90915723e+003
-2.36886978e+000, -2.07048111e+001, 2.19540283e+002, 1.18052368e+002
-1.18626747e+001, -1.18148422e+001, 8.10487061e+001, 7.02684143e+002
-1.24743538e+001, -1.16465225e+001, 8.09180832e+001, 6.83537781e+002
-1.19383392e+001, -1.18733597e+001, 8.05135422e+001, 4.56851959e+002
-1.15648766e+001, -1.23272095e+001, 8.15215912e+001, 1.54202966e+003
-1.16554909e+001, -1.23896332e+001, 8.07915115e+001, 1.42541467e+003
8.97921371e+000, -1.10798111e+001, 9.17108612e+001, 2.52060620e+003
8.70841980e+000, -1.12448654e+001, 9.18267517e+001, 2.21079614e+003
9.17395020e+000, -1.12595978e+001, 9.18497543e+001, 2.31521387e+003
8.79075050e+000, -1.07176590e+001, 9.18988571e+001, 2.33982837e+003
8.46190453e+000, -1.09535294e+001, 9.17037201e+001, 2.38147192e+003
-2.46907043e+000, 2.55476074e+001, 2.18635376e+002, -1.17012158e+003
-2.00391388e+000, 2.57358246e+001, 2.18292984e+002, -2.17422632e+003
7.01105690e+000, 0.00000000e+000, 1.59598923e+002, -1.05955469e+003
6.75155449e+000, 4.34974670e-001, 1.59755768e+002, -1.26830188e+003
7.04595566e+000, 6.28715515e-001, 1.59485550e+002, -9.84534363e+002
6.48940277e+000, 3.58421326e-001, 1.59608810e+002, 6.57576050e+002
