 TIME,FX_SUM,FY_SUM
 94.80,     104223.710,    1058920.790
 94.90,     102318.680,    1050066.222
 95.00,     100456.410,    1041311.073
 95.10,      98636.298,    1032668.716
 95.20,      96856.641,    1024124.540
 95.30,      95116.300,    1015684.182
 95.40,      93413.843,    1007333.469
 95.50,      91748.245,     999068.719
 95.60,      90120.844,     990913.352
 95.70,      88527.881,     982844.771
 95.80,      86968.763,     974864.312
 95.90,      85441.558,     966956.511
 96.00,      83946.165,     959128.330
 96.10,      82484.454,     951405.118
 96.20,      81055.871,     943785.865
 96.30,      79657.491,     936250.418
 96.40,      78288.423,     928797.487
 96.50,      76947.157,     921415.579
 96.60,      75632.689,     914101.260
 96.70,      74346.476,     906873.947
 96.80,      73088.702,     899753.466
 96.90,      71856.334,     892702.944
 97.00,      70647.930,     885709.018
 97.10,      69466.245,     878805.605
 97.20,      68309.704,     871993.966
 97.30,      67176.130,     865253.078
 97.40,      66064.179,     858559.695
 97.50,      64974.054,     851930.914
 97.60,      63907.456,     845399.067
 97.70,      62863.306,     838948.676
 97.80,      61838.246,     832537.111
 97.90,      60833.725,     826196.516
 98.00,      59850.227,     819937.310
 98.10,      58885.486,     813740.545
 98.20,      57938.976,     807596.764
 98.30,      57011.186,     801512.830
 98.40,      56102.780,     795510.505
 98.50,      55212.926,     789589.110
 98.60,      54339.849,     783713.101
 98.70,      53482.208,     777880.465
 98.80,      52642.791,     772132.646
 98.90,      51820.928,     766464.797
 99.00,      51013.370,     760840.226
 99.10,      50220.684,     755262.102
 99.20,      49443.656,     749751.329
 99.30,      48682.112,     744311.849
 99.40,      47935.476,     738926.854
 99.50,      47203.003,     733597.176
 99.60,      46483.901,     728320.626
 99.70,      45778.298,     723097.416
 99.80,      45084.902,     717912.951
 99.90,      44405.195,     712791.093
100.00,      43739.338,     707741.407
