   0.01067      0.29508      0.01067      0.19975      0.01067      0.12090
   0.01673      0.54292      0.01673      0.34590      0.01673      0.18956
   0.02569      0.83375      0.02569      0.55643      0.02569      0.29115
   0.03530      0.99298      0.03530      0.74849      0.03530      0.40005
   0.04548      0.99764      0.04548      0.86886      0.04548      0.51539
   0.05572      0.93680      0.05572      0.90725      0.05572      0.63139
   0.06539      0.87957      0.06539      0.90082      0.06539      0.74093
   0.07516      0.83256      0.07516      0.87451      0.07516      0.85163
   0.08505      0.78992      0.08505      0.83804      0.08505      0.96372
   0.09522      0.74557      0.09522      0.79488      0.09522      0.92684
   0.10546      0.70071      0.10546      0.74921      0.10546      0.83682
   0.11523      0.65939      0.11523      0.70648      0.11523      0.76586
   0.12507      0.62045      0.12507      0.66595      0.12507      0.70563
   0.13500      0.58438      0.13500      0.62830      0.13500      0.65368
   0.14513      0.55114      0.14513      0.59351      0.14513      0.60806
   0.15535      0.52101      0.15535      0.56186      0.15535      0.56806
   0.16516      0.49484      0.16516      0.53426      0.16516      0.53432
   0.17503      0.47085      0.17503      0.50885      0.17503      0.50419
   0.18498      0.44881      0.18498      0.48544      0.18498      0.47708
   0.19510      0.42836      0.19510      0.46363      0.19510      0.45234
   0.20529      0.40956      0.20529      0.44356      0.20529      0.42987
   0.21513      0.39291      0.21513      0.42574      0.21513      0.41022
   0.22502      0.37743      0.22502      0.40916      0.22502      0.39219
   0.23497      0.36308      0.23497      0.39380      0.23497      0.37558
   0.24508      0.34963      0.24508      0.37936      0.24508      0.36009
   0.25671      0.33549      0.25671      0.36416      0.25671      0.34377
   0.26578      0.32521      0.26578      0.35319      0.26578      0.33204
   0.27450      0.31606      0.27450      0.34338      0.27450      0.32149
   0.28638      0.30410      0.28638      0.33047      0.28638      0.30815
   0.29403      0.29686      0.29403      0.32264      0.29403      0.30014
   0.30599      0.28643      0.30599      0.31139      0.30599      0.28841
   0.31540      0.27871      0.31540      0.30306      0.31540      0.27980
   0.32419      0.27208      0.32419      0.29586      0.32419      0.27222
   0.33627      0.26337      0.33627      0.28633      0.33627      0.26244
   0.34375      0.25827      0.34375      0.28075      0.34375      0.25673
   0.35593      0.25051      0.35593      0.27223      0.35593      0.24794
   0.36529      0.24483      0.36529      0.26599      0.36529      0.24159
   0.37395      0.23994      0.37395      0.26058      0.37395      0.23599
   0.38636      0.23324      0.38636      0.25314      0.38636      0.22841
   0.39347      0.22959      0.39347      0.24908      0.39347      0.22429
   0.40607      0.22351      0.40607      0.24228      0.40607      0.21733
   0.41530      0.21924      0.41530      0.23749      0.41530      0.21250
   0.42379      0.21556      0.42379      0.23335      0.42379      0.20824
   0.43665      0.21017      0.43665      0.22728      0.43665      0.20211
   0.44288      0.20768      0.44288      0.22446      0.44288      0.19927
   0.45670      0.20245      0.45670      0.21856      0.45670      0.19323
   0.46519      0.19934      0.46519      0.21503      0.46519      0.18971
   0.47326      0.19654      0.47326      0.21189      0.47326      0.18647
   0.48794      0.19158      0.48794      0.20631      0.48794      0.18086
   0.48933      0.19112      0.48933      0.20579      0.48933      0.18035
   0.50625      0.18582      0.50625      0.19979      0.50625      0.17432
   0.51565      0.18304      0.51565      0.19668      0.51565      0.17114
   0.52503      0.18035      0.52503      0.19368      0.52503      0.16809
   0.53440      0.17773      0.53440      0.19077      0.53440      0.16514
   0.54375      0.17519      0.54375      0.18796      0.54375      0.16230
   0.55625      0.17193      0.55625      0.18437      0.55625      0.15865
   0.56564      0.16957      0.56564      0.18180      0.56564      0.15602
   0.57503      0.16728      0.57503      0.17930      0.57503      0.15347
   0.58439      0.16504      0.58439      0.17687      0.58439      0.15101
   0.59375      0.16286      0.59375      0.17452      0.59375      0.14863
   0.60625      0.16006      0.60625      0.17151      0.60625      0.14557
   0.61564      0.15802      0.61564      0.16933      0.61564      0.14335
   0.62502      0.15603      0.62502      0.16721      0.62502      0.14119
   0.63439      0.15409      0.63439      0.16515      0.63439      0.13911
   0.64375      0.15220      0.64375      0.16314      0.64375      0.13709
   0.65625      0.14975      0.65625      0.16055      0.65625      0.13448
   0.66564      0.14797      0.66564      0.15867      0.66564      0.13258
   0.67502      0.14623      0.67502      0.15684      0.67502      0.13074
   0.68439      0.14453      0.68439      0.15505      0.68439      0.12895
   0.69375      0.14286      0.69375      0.15330      0.69375      0.12721
   0.70625      0.14071      0.70625      0.15103      0.70625      0.12496
   0.71564      0.13914      0.71564      0.14937      0.71564      0.12332
   0.72502      0.13760      0.72502      0.14775      0.72502      0.12172
   0.73439      0.13610      0.73439      0.14616      0.73439      0.12017
   0.74375      0.13463      0.74375      0.14461      0.74375      0.11866
   0.75625      0.13271      0.75625      0.14258      0.75625      0.11669
   0.76564      0.13132      0.76564      0.14110      0.76564      0.11526
   0.77502      0.12995      0.77502      0.13964      0.77502      0.11387
   0.78439      0.12860      0.78439      0.13821      0.78439      0.11251
   0.79375      0.12728      0.79375      0.13681      0.79375      0.11118
   0.80625      0.12556      0.80625      0.13497      0.80625      0.10946
   0.81564      0.12430      0.81564      0.13363      0.81564      0.10820
   0.82502      0.12306      0.82502      0.13230      0.82502      0.10697
   0.83439      0.12184      0.83439      0.13099      0.83439      0.10577
   0.84375      0.12064      0.84375      0.12971      0.84375      0.10459
   0.85625      0.11906      0.85625      0.12802      0.85625      0.10307
   0.86564      0.11791      0.86564      0.12678      0.86564      0.10195
   0.87502      0.11677      0.87502      0.12556      0.87502      0.10086
