   0.88439      0.11564      0.88439      0.12435      0.88439      0.09979
   0.89375      0.11453      0.89375      0.12316      0.89375      0.09874
   0.90625      0.11307      0.90625      0.12160      0.90625      0.09738
   0.91564      0.11199      0.91564      0.12045      0.91564      0.09638
   0.92502      0.11093      0.92502      0.11931      0.92502      0.09540
   0.93439      0.10988      0.93439      0.11818      0.93439      0.09445
   0.94375      0.10884      0.94375      0.11707      0.94375      0.09351
   0.95625      0.10748      0.95625      0.11560      0.95625      0.09229
   0.96564      0.10647      0.96564      0.11452      0.96564      0.09139
   0.97502      0.10548      0.97501      0.11345      0.97502      0.09051
   0.98439      0.10451      0.98439      0.11241      0.98439      0.08965
   0.99375      0.10359      0.99375      0.11139      0.99375      0.08881
